,names,district,location,xaxis,yaxis,roomspace,orientation,numrooms,height,floors,owner,postdate,price,is_total,numbed,numdining,numbath,is_new,two_bathroom,decoration,is_subway_house,rent_period_month,deposit_1_pay_1,is_key,central_heating
1704,远洋新干线 1室1厅 10000元,朝阳,燕莎,116.46615,39.963231,57,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,22,链家,25天前发布,10000,,1,1,1,0,0,0,1,0,0,1,1
1705,整租 ·    武夷花园综合楼 正规一居室 房间干净 拎包入住,通州,武夷花园,116.70665100000001,39.923933,116,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,13,链家,25天前发布,5200,1.0,1,1,1,0,0,0,0,0,0,0,1
1706,整租 ·  安华里社区 二改一 家具家电齐全 拎包入住 长期出租,朝阳,安贞,116.41155400000001,39.971886,51,东 西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,23天前发布,6400,1.0,1,1,1,0,0,0,1,0,0,0,1
1707,东升园 1室1厅 7200元,海淀,五道口,116.343804,39.995202,64,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,12,链家,25天前发布,7200,,1,1,1,0,0,0,1,0,0,0,1
1708,首开石榴派 1房间1卫 4500元,丰台,刘家窑,116.42658600000001,39.852519,37,北,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",中楼层,8,链家,25天前发布,4500,,1,0,1,0,0,0,1,0,0,1,0
1709,"万达广场公寓,办公间较多,办公随时可用",朝阳,CBD,116.478715,39.916424,230,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 0})",中楼层,24,链家,11天前发布,59000,,1,0,0,0,0,0,1,0,0,1,1
1710,嘉华世纪公寓 1室1厅 11500元,朝阳,建国门外,116.44703100000001,39.911553999999995,92,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,18,链家,11天前发布,11500,,1,1,1,0,0,0,1,0,0,0,1
1711,整租 ·   首师大 一层大一居室出租 诚心出租,海淀,定慧寺,116.310955,39.937801,45,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,25天前发布,6200,1.0,1,1,1,0,0,1,1,0,0,0,1
1712,精装一居室，原来业主自住，看房方便,顺义,顺义城,116.66014399999999,40.120667,61,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,19天前发布,3300,,1,1,1,0,0,0,0,0,0,0,1
1713,茶贸国际中心 1房间1卫 4600元,西城,马连道,116.335357,39.888221,34,西,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",中楼层,20,链家,24天前发布,4600,,1,0,1,0,0,0,1,0,0,1,1
1714,远洋新仕界 2房间1卫 3400元,房山,良乡,116.18749,39.731010999999995,45,东,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 1})",高楼层,16,链家,24天前发布,3400,,1,1,1,0,0,0,1,0,0,1,1
1715,东方雅苑  南向开间  拎包入住,朝阳,大望路,116.483602,39.893412,48,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,18,链家,24天前发布,6500,,1,0,1,0,0,0,1,0,0,0,1
1716,整租 · 三里河北街5号院 1室1厅 7500元,西城,月坛,116.345483,39.920877000000004,39,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,24天前发布,7500,1.0,1,1,1,0,0,1,1,0,0,0,1
1717,整租 · 紫鑫阁优质房源，家具家电齐全，开发商精装修,朝阳,成寿寺,116.45413500000001,39.850772,48,东,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 1})",低楼层,23,链家,24天前发布,5600,1.0,1,1,1,0,0,1,1,0,0,1,1
1718,整租 ·   双井 富力城A区 北向开间拎包入住,朝阳,双井,116.46549099999999,39.901678000000004,60,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,28,链家,23天前发布,10000,1.0,1,0,1,0,0,1,1,0,0,1,1
1719,月坛南街北里 1室1厅 6200元,西城,月坛,116.352166,39.920264,39,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,16,链家,24天前发布,6200,,1,1,1,0,0,0,0,0,0,0,1
1720,聚兴园 1室1厅 5000元,石景山,鲁谷,116.229975,39.898779,58,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,17,链家,11天前发布,5000,,1,1,1,0,0,0,0,0,0,0,1
1721,整租 · 红木林 1室1厅 4300元,大兴,枣园,116.332577,39.760321000000005,44,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,21,链家,14天前发布,4300,1.0,1,1,1,0,0,0,1,0,0,0,1
1722,整租 · 大西洋新城 精装1居室 家具家电齐全,朝阳,望京,116.47398700000001,39.998614,60,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,26,链家,24天前发布,8800,1.0,1,1,1,0,0,1,1,0,0,0,1
1723,第七街区 1室0厅 4800元,丰台,岳各庄,116.28511999999999,39.888524,52,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,25,链家,23天前发布,4800,,1,0,1,0,0,0,0,0,0,0,0
1724,整租 · 保利大都汇 1室2厅 5900元,通州,新华大街,116.663948,39.919145,52,东南 西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 2, 'bath': 2})",低楼层,18,链家,23天前发布,5900,1.0,1,2,2,0,1,1,1,0,0,0,1
1725,10号线牡丹园 健德门 西土城  花园公寓81平1居室,海淀,牡丹园,116.37733899999999,39.983461,81,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,15,链家,23天前发布,9500,,1,1,1,0,0,0,1,0,0,0,1
1726,亚胜铂第公馆 1房间1卫 6200元,丰台,成寿寺,116.445885,39.864094,52,西,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",高楼层,24,链家,23天前发布,6200,,1,0,1,0,0,0,1,0,0,1,1
1727,整租 · 夏都盈座精装朝东一居室，家电齐全，可办公，可居家,朝阳,望京,116.47375600000001,40.002381,68,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,22,链家,22天前发布,8000,1.0,1,1,1,0,0,1,1,0,0,0,1
1728,整租 · 平乐园小区 1室1厅 5000元,朝阳,北工大,116.487808,39.889853,45,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,7天前发布,5000,1.0,1,1,1,0,0,0,1,0,0,0,1
1729,北京像素南区 1房间1卫 4500元,朝阳,常营,116.62206299999998,39.931519,49,东北,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",低楼层,23,链家,22天前发布,4500,,1,0,1,0,0,0,1,0,0,1,1
1730,四方景园四区 1室1厅 4800元,丰台,成寿寺,116.446891,39.860543,57,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,15,链家,18天前发布,4800,,1,1,1,0,0,0,0,0,0,0,0
1731,整租 · 青塔秀园 1室1厅 4100元,丰台,青塔,116.269851,39.897262,46,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,22天前发布,4100,1.0,1,1,1,0,0,0,0,0,0,0,1
1732,整租 ·   飘home，精装修一居，西向，家具家电齐全,朝阳,酒仙桥,116.49503100000001,39.976908,62,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,25,链家,22天前发布,7300,1.0,1,1,1,0,0,1,1,0,0,0,1
1733,整租 · 万达广场 2房间1卫 5500元,石景山,鲁谷,116.232004,39.912107,55,南,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 1})",中楼层,22,链家,22天前发布,5500,1.0,1,1,1,0,0,0,1,0,0,1,1
1734,蜂鸟朝南精装修很干净的房子寻爱护家的客户,海淀,万柳,116.303301,39.9707,44,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,16,链家,21天前发布,6500,,1,0,1,0,0,0,0,0,0,0,1
1735,天伦锦城 1室0厅 3800元,丰台,花乡,116.340929,39.82227,41,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,20,链家,21天前发布,3800,,1,0,1,0,0,0,0,0,0,1,0
1736,整租 · 时代国际精装小开间 家电家具齐全 干净整洁,朝阳,双井,116.47134799999999,39.90062,36,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,21,链家,21天前发布,6000,1.0,1,0,1,0,0,0,1,0,0,0,1
1737,整租 ·   房子报社里，管理好，设施好，东西新,朝阳,红庙,116.48153300000001,39.925748999999996,51,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,21天前发布,6900,1.0,1,1,1,0,0,1,1,0,0,1,1
1738,保利西山林语 1室1厅 4500元,海淀,海淀北部新区,116.22028300000001,40.043636,50,东 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,8,链家,21天前发布,4500,,1,1,1,0,0,0,0,0,0,0,0
1739,世安家园 1室1厅 6800元,朝阳,望京,116.463907,40.007017,58,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,24,链家,21天前发布,6800,,1,1,1,0,0,0,0,0,0,0,1
1740,整租 · 亮甲店甲1号院 1室1厅 5300元,海淀,定慧寺,116.28883300000001,39.935194,59,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,5,链家,21天前发布,5300,1.0,1,1,1,0,0,0,1,0,0,0,1
1741,整租 · 米拉小镇 1室0厅 3300元,亦庄开发区,马驹桥,116.551852,39.765948,43,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,21,链家,20天前发布,3300,1.0,1,0,1,0,0,1,0,0,0,0,1
1742,整租 · 华业玫瑰郡 1室0厅 6500元,朝阳,石佛营,116.508075,39.936337,40,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,14,链家,20天前发布,6500,1.0,1,0,1,0,0,1,1,0,0,0,1
1743,整租 ·  金融街  官苑8号 车公庄平安里地铁一字排开一居室,西城,官园,116.36784499999999,39.935365000000004,63,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,16,链家,20天前发布,12000,1.0,1,1,1,0,0,1,1,0,0,1,1
1744,整租 · 鸿坤理想城大满贯 1室1厅 4500元,大兴,西红门,116.35011100000001,39.797633000000005,68,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,20天前发布,4500,1.0,1,1,1,0,0,0,0,0,0,0,1
1745,林肯公园 1房间1卫 5000元,亦庄开发区,亦庄,116.497474,39.810115,45,北,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",高楼层,24,链家,20天前发布,5000,,1,0,1,0,0,0,1,0,0,1,1
1746,首开国风美唐综合楼精装的双朝向开间,昌平,回龙观,116.36695,40.079240999999996,99,西南,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",高楼层,17,链家,19天前发布,12000,,1,0,1,0,0,0,1,0,0,1,1
1747,整租 · 燕清源 1室0厅 5300元,海淀,清河,116.348101,40.040414,42,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,28,链家,19天前发布,5300,1.0,1,0,1,0,0,1,0,0,0,0,1
1748,整租 · 乐想汇 2房间1卫 6800元,朝阳,北苑,116.445474,40.05627,68,南,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 1})",高楼层,18,链家,19天前发布,6800,1.0,1,1,1,0,0,1,1,0,0,1,1
1749,整租 ·    紫薇天悦正规朝南一居室   拎包入住,朝阳,亚运村小营,116.433356,40.005811,54,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,10,链家,19天前发布,7300,1.0,1,1,1,0,0,1,1,0,0,0,1
1750,整租 · 海晟名苑北区 1室0厅 8800元,东城,工体,116.448623,39.945062,46,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,16,链家,19天前发布,8800,1.0,1,0,1,0,0,1,1,0,0,0,1
1751,整租 ·   双井富力城D区南向一居室 一层带花园 正对小区花园,朝阳,双井,116.459652,39.901899,76,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,10,链家,19天前发布,12000,1.0,1,1,1,0,0,1,1,0,0,0,1
1752,宣颐家园 1室1厅 4500元 复式,大兴,旧宫,116.458721,39.817347,65,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,4,链家,18天前发布,4500,,1,1,1,0,0,0,1,0,0,0,0
1753,整租 ·   保利蔷薇精装修朝北向一居室看房方便,东城,广渠门,116.442531,39.89667,49,西 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,9,链家,18天前发布,6800,1.0,1,1,1,0,0,1,1,0,0,0,1
1754,整租 · 永达逸家 1室1厅 5600元,海淀,田村,116.26081,39.934189,59,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,15,链家,18天前发布,5600,1.0,1,1,1,0,0,0,1,0,0,0,1
1755,整租 · 百朗园 1室1厅 7500元,海淀,五棵松,116.26995,39.913089,73,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,17,链家,18天前发布,7500,1.0,1,1,1,0,0,0,1,0,0,0,1
1756,整租 · 三塔社区 1室1厅 6000元,西城,阜成门,116.35085600000001,39.936512,38,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,18天前发布,6000,1.0,1,1,1,0,0,1,1,0,0,0,1
1757,西城区官苑8号车公庄平安里地铁看房提前联系,西城,官园,116.36784499999999,39.935365000000004,73,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,16,链家,18天前发布,12000,,1,1,1,0,0,0,1,0,0,0,1
1758,重兴嘉园 1室1厅 4800元,石景山,鲁谷,116.236947,39.897509,67,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,23,链家,18天前发布,4800,,1,1,1,0,0,0,0,0,0,0,1
1759,垡头北里 1室1厅 3500元,朝阳,垡头,116.51803000000001,39.873921,40,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,18天前发布,3500,,1,1,1,0,0,0,1,0,0,1,1
1760,FCC中央城 2房间1卫 3200元,房山,长阳,116.217685,39.770818,51,西,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 1})",低楼层,28,链家,18天前发布,3200,,1,1,1,0,0,0,1,0,0,1,1
1761,葛布店北里 1室0厅 3500元,通州,果园,116.66423999999999,39.899598,42,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,6,链家,18天前发布,3500,,1,0,1,0,0,0,1,0,0,0,1
1762,整租 · 安华里社区  南北通透两居室  简单装修  长期稳定出租,朝阳,安贞,116.41155400000001,39.971886,55,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,18天前发布,6800,1.0,1,1,1,0,0,0,1,0,0,0,1
1763,整租 ·   精装一居室，家具家电齐全，客厅落地窗采光好,朝阳,大望路,116.483671,39.895896,68,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,22,链家,18天前发布,8500,1.0,1,1,1,0,0,1,1,0,0,0,1
1764,整租 · 林肯公园 1房间1卫 4300元,亦庄开发区,亦庄,116.497474,39.810115,36,西,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",中楼层,24,链家,18天前发布,4300,1.0,1,0,1,0,0,1,1,0,0,1,1
1765,合景领峰 2房间1卫 5500元,房山,长阳,116.189825,39.774015999999996,111,南,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 1})",中楼层,9,链家,18天前发布,5500,,1,1,1,0,0,0,1,0,0,1,1
1766,整租 · 万润风景 1室1厅 4300元,丰台,菜户营,116.34581000000001,39.86288,50,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,18,链家,17天前发布,4300,1.0,1,1,1,0,0,0,0,0,0,1,1
1767,整租 ·  利泽西园 正规西南向一居室 采光好,朝阳,望京,116.472175,40.017522,70,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,24,链家,17天前发布,7500,1.0,1,1,1,0,0,0,1,0,0,1,1
1768,整租 · 蓝星花园 1室0厅 3000元,顺义,后沙峪,116.56038899999999,40.094933000000005,30,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,11,链家,17天前发布,3000,1.0,1,0,1,0,0,0,1,0,0,0,1
1769,整租 · 海棠湾一期 1室1厅 4500元,通州,临河里,116.671332,39.875677,61,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,27,链家,17天前发布,4500,1.0,1,1,1,0,0,1,0,0,0,0,1
1770,整租 · 新华联丽港西向开间，可办公注册，近地铁，近颐堤港,朝阳,酒仙桥,116.49932,39.981474,70,西,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",中楼层,14,链家,17天前发布,7800,1.0,1,0,1,0,0,1,1,0,0,1,1
1771,西坝河西里 1室1厅 5300元,朝阳,西坝河,116.442526,39.972398999999996,48,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,16,链家,17天前发布,5300,,1,1,1,0,0,0,1,0,0,0,1
1772,加州水郡四期 1室1厅 2800元,房山,长阳,116.16608000000001,39.771077000000005,58,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,14,链家,17天前发布,2800,,1,1,1,0,0,0,0,0,0,0,0
1773,整租 · 力宝广场 1房间1卫 5000元,亦庄开发区,亦庄,116.507805,39.811249,51,南,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",高楼层,24,链家,17天前发布,5000,1.0,1,0,1,0,0,1,1,0,0,1,1
1774,旧宫新苑北区 1室1厅 4000元,大兴,旧宫,116.45791399999999,39.811553,63,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,15,链家,17天前发布,4000,,1,1,1,0,0,0,1,0,0,0,0
1775,整租 ·   瞰都国际 南向大落地飘窗开间 采光好,朝阳,朝阳公园,116.493333,39.967187,60,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,25,链家,17天前发布,7800,1.0,1,0,1,0,0,1,1,0,0,0,1
1776,整租 · 保利大都汇 1室1厅 6000元,通州,新华大街,116.663948,39.919145,52,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 2})",低楼层,18,链家,17天前发布,6000,1.0,1,1,2,0,1,1,1,0,0,1,1
1777,整租 · 石佛营东里小区 1室1厅 5200元,朝阳,石佛营,116.509126,39.942333000000005,50,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,18,链家,17天前发布,5200,1.0,1,1,1,0,0,1,0,0,0,0,1
1778,整租 · 保利大都汇 1室1厅 5800元,通州,新华大街,116.663948,39.919145,52,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 2})",低楼层,18,链家,17天前发布,5800,1.0,1,1,2,0,1,1,1,0,0,0,1
1779,花园公寓 1室0厅 6200元,海淀,牡丹园,116.37733899999999,39.983461,56,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,15,链家,17天前发布,6200,,1,0,1,0,0,0,1,0,0,1,1
1780,整租 · 拂林园 1室1厅 8200元,朝阳,北苑,116.421401,40.034126,105,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,23,链家,16天前发布,8200,1.0,1,1,1,0,0,1,1,0,0,0,0
1781,朗廷 2房间1卫 6200元,朝阳,管庄,116.605154,39.917318,71,西北,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 1})",中楼层,12,链家,16天前发布,6200,,1,1,1,0,0,0,1,0,0,1,1
1782,丰台东路16号院 1室1厅 4300元,丰台,玉泉营,116.33055900000001,39.852276,48,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,16天前发布,4300,,1,1,1,0,0,0,0,0,0,1,0
1783,整租 · 首开熙悦睿府书香 1房间1卫 2500元,房山,良乡,116.17668700000002,39.731223,47,南,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",低楼层,15,链家,16天前发布,2500,1.0,1,0,1,0,0,1,1,0,0,1,1
1784,整租 ·   枫林精装修婚房温馨一居室，保持的很好,石景山,苹果园,116.209966,39.948741,64,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,10,链家,16天前发布,5400,1.0,1,1,1,0,0,1,0,0,0,0,1
1785,整租 · 长城国际 1室0厅 4000元,通州,通州北苑,116.638919,39.900576,63,东 西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,22,链家,16天前发布,4000,1.0,1,0,1,0,0,1,0,0,0,0,1
1786,整租 · 西山华府 1室0厅 5600元,海淀,马连洼,116.287746,40.038616999999995,42,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,6,链家,16天前发布,5600,1.0,1,0,1,0,0,1,1,0,0,0,1
1787,整租 · 三环新城8号院 1室1厅 5500元,丰台,玉泉营,116.31352700000001,39.856184000000006,57,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,22,链家,13天前发布,5500,1.0,1,1,1,0,0,0,1,0,0,0,0
1788,流星花园三区 1室1厅 5500元,昌平,回龙观,116.34663,40.096608,60,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,11,链家,8天前发布,5500,,1,1,1,0,0,0,1,0,0,0,0
1789,整租 ·   皂君东里精装一居室 随时看房 拎包入住,海淀,皂君庙,116.343001,39.964408,43,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,2天前发布,6800,1.0,1,1,1,1,0,1,0,0,0,1,1
1790,整租 · 建欣苑二里 1室1厅 5000元,丰台,大红门,116.40233799999999,39.848564,54,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,6天前发布,5000,1.0,1,1,1,1,0,1,1,0,0,0,0
1791,广安﹒康馨家园 1室1厅 4200元,丰台,青塔,116.23558200000001,39.88187,55,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,28,链家,14天前发布,4200,,1,1,1,0,0,0,0,0,0,0,1
1792,锋创科技园 1房间1卫 3500元,亦庄开发区,亦庄,116.574931,39.787887,56,西,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 0})",低楼层,15,链家,10天前发布,3500,,1,0,1,0,0,0,1,0,0,1,1
1793,整租 · 佳和宜园 1室0厅 2600元,顺义,马坡,116.655693,40.180093,47,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,11,链家,2天前发布,2600,1.0,1,0,1,1,0,1,0,0,0,0,1
1794,整租 · 北苑路甲15号院 1室1厅 6000元,朝阳,奥林匹克公园,116.42263999999999,40.030535,70,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,15天前发布,6000,1.0,1,1,1,0,0,1,1,0,0,0,0
1795,整租 · 朝阳公园西里北区   精装一居室,朝阳,农展馆,116.478815,39.948291,46,东 西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,11天前发布,6800,1.0,1,1,1,0,0,1,1,0,0,1,1
1796,石榴园北里小区 1室1厅 4200元,丰台,刘家窑,116.42331100000001,39.853178,51,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,15天前发布,4200,,1,1,1,0,0,0,1,0,0,0,1
1797,向军北里 1室1厅 6500元,朝阳,东大桥,116.46759099999998,39.931474,39,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,14,链家,16天前发布,6500,,1,1,1,0,0,0,1,0,0,0,1
1798,整租 ·   东西通透开间，没有浪费面积环境幽美安静。,丰台,宋家庄,116.442232,39.859708000000005,41,东 西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,16,链家,15天前发布,4800,1.0,1,0,1,0,0,1,0,0,0,1,1
1799,整租 ·   10号线 潘家园 华威西里 精装修南向一居室,朝阳,潘家园,116.46003200000001,39.879667,47,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,13天前发布,5200,1.0,1,1,1,0,0,1,1,0,0,0,1
1800,团结湖公寓小区精装一居，拎包入住,朝阳,团结湖,116.47761299999999,39.934452,64,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,21,链家,16天前发布,8000,,1,1,1,0,0,0,1,0,0,0,0
1801,龙湖唐宁one 2房间1卫 14000元,海淀,五道口,116.34095900000001,39.994651,66,西北,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 1})",中楼层,29,链家,16天前发布,14000,,1,1,1,0,0,0,1,0,0,1,1
1802,整租 · 福苑小区 1室1厅 3300元,大兴,大兴其它,116.361705,39.761336,55,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,13天前发布,3300,1.0,1,1,1,0,0,0,0,0,0,0,1
1803,八里庄北里小区 1室1厅 5800元,朝阳,石佛营,116.504397,39.92941,51,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,7天前发布,5800,,1,1,1,0,0,0,1,0,0,0,1
1804,方南家园二期 1室1厅 6000元,丰台,刘家窑,116.43058700000002,39.858275,70,东南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,24,链家,15天前发布,6000,,1,1,1,0,0,0,1,0,0,0,1
1805,整租 · 中门寺南坡小区 1室1厅 3500元,门头沟,大峪,116.09751499999999,39.938083,49,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,18,链家,14天前发布,3500,1.0,1,1,1,0,0,1,0,0,0,0,1
1806,整租 ·   新华联国际 精装复式 可以注册 诚心出租,海淀,公主坟,116.309909,39.917893,47,南,"defaultdict(<class 'int'>, {'bath': 1, 'bed': 1, 'dining': 1})",低楼层,23,链家,15天前发布,13000,1.0,1,1,1,0,0,1,1,0,0,1,1
