,names,district,location,xaxis,yaxis,roomspace,orientation,numrooms,height,floors,owner,postdate,price,is_total,numbed,numdining,numbath,is_new,two_bathroom,decoration,is_subway_house,rent_period_month,deposit_1_pay_1,is_key,central_heating
239,整租 · 郁花园三里 1室1厅 4200元,大兴,郁花园,116.34003999999999,39.775896,60,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,18,链家,24天前发布,4200,1.0,1,1,1,0,0,0,1,0,0,1,1
240,整租 · 精致装修，第一次租，干净整洁，家具电器齐全！,朝阳,望京,116.475489,40.01952,65,东南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,26,链家,22天前发布,8200,1.0,1,0,1,0,0,1,1,0,0,0,1
241,珠江骏景北区 1室1厅 7500元 跃层,丰台,西罗园,116.401854,39.861344,61,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 2})",中楼层,18,链家,21天前发布,7500,,1,1,2,0,0,0,1,0,0,0,1
242,整租 · 美利山 1室1厅 6800元,朝阳,百子湾,116.511545,39.904464000000004,69,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,22,链家,21天前发布,6800,1.0,1,1,1,0,0,1,1,0,0,1,1
243,云立方 1室0厅 3200元,大兴,天宫院,116.32598899999999,39.686151,51,东南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,21,链家,21天前发布,3200,,1,0,1,0,0,0,1,0,0,1,1
244,整租 ·   富力城D区 中间位置一居 装修好 拎包入住 免中介费,朝阳,双井,116.459652,39.901899,72,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,14,链家,21天前发布,12000,1.0,1,1,1,0,0,1,1,0,0,1,1
245,整租 · 中信禧园 1室0厅 8500元,西城,陶然亭,116.38549499999999,39.89263,58,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,20,链家,21天前发布,8500,1.0,1,0,1,0,0,1,1,0,0,0,1
246,整租 · 南苑北里三区 1室1厅 3200元,丰台,和义,116.403604,39.81446,47,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,20天前发布,3200,1.0,1,1,1,0,0,0,1,0,0,1,1
247,朝阳公园正门棕榈泉国际公寓南向自住一居室拎包入住,朝阳,朝阳公园,116.486825,39.939321,124,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 2})",中楼层,27,链家,20天前发布,22000,,1,1,2,0,0,0,1,0,0,1,1
248,长安家园 1室1厅 5500元,石景山,古城,116.200745,39.912236,69,东南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,28,链家,20天前发布,5500,,1,1,1,0,0,0,1,0,0,1,1
249,博雅国际西向一居，装修简洁，环境舒适，随时入住,朝阳,望京,116.475489,40.01952,85,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,26,链家,20天前发布,9500,,1,1,1,0,0,0,1,0,0,1,1
250,整租 · 美然动力A3区 1室1厅 5000元,朝阳,定福庄,116.564943,39.927446999999994,51,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,19天前发布,5000,1.0,1,1,1,0,0,0,1,0,0,0,1
251,点击未来 1室0厅 5800元,朝阳,望京,116.47969499999999,39.993376,45,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,14,链家,19天前发布,5800,,1,0,1,0,0,0,1,0,0,0,0
252,整租 ·   壹线国际一居室，给您一个舒适的居住地点,朝阳,四惠,116.50828100000001,39.915816,65,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,9,链家,18天前发布,6000,1.0,1,1,1,0,0,0,1,0,0,1,1
253,整租 · 华业玫瑰郡南向开间 带阳台 精装全齐 诚意出租,朝阳,石佛营,116.508075,39.936337,38,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,14,链家,18天前发布,6500,1.0,1,0,1,0,0,1,1,0,0,0,1
254,整租 · 时尚街区西区 1室1厅 3600元,通州,梨园,116.67199099999999,39.887056,46,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,10,链家,18天前发布,3600,1.0,1,1,1,0,0,0,1,0,0,0,1
255,整租 ·   东恒时代二期正规一居室出租，家电家具都有，拎包住,朝阳,四惠,116.505098,39.918019,58,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,16,链家,18天前发布,8000,1.0,1,1,1,0,0,1,1,0,0,1,1
256,整租 ·   东向在租优质开间，24小时前台和物业，拎包入住,朝阳,石佛营,116.50383758545,39.930725097656,63,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,21,链家,17天前发布,8600,1.0,1,0,1,0,0,1,1,0,0,1,1
257,整租 · 中湾国际 1室1厅 8800元,海淀,苏州桥,116.31363999999999,39.987352,62,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,19,链家,15天前发布,8800,1.0,1,1,1,0,0,1,1,0,0,1,1
258,整租 ·   纯南向正规一居室带独立客厅，家具家电齐全,昌平,鼓楼大街,116.24209099999999,40.234477000000005,61,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,16天前发布,3500,1.0,1,1,1,0,0,0,1,0,0,0,1
259,国贸 建外SOHO西区商务楼可注册 开间格局 使用方便,朝阳,CBD,116.46493600000001,39.911052000000005,183,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,26,链家,16天前发布,37500,,1,1,1,0,0,0,1,0,0,0,1
260,东湖渠 博雅国际开间，交通便捷，购物便捷,朝阳,望京,116.475489,40.01952,50,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,26,链家,11天前发布,6600,,1,0,1,0,0,0,1,0,0,0,1
261,整租 · 新景家园东区 商品开间带燃气 朝东向,东城,崇文门,116.432142,39.902353999999995,37,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,15,链家,16天前发布,6200,1.0,1,0,1,0,0,1,1,0,0,0,1
262,万年花城回迁 1室1厅 4200元,丰台,玉泉营,116.33083899999998,39.847582,60,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,21,链家,8天前发布,4200,,1,1,1,0,0,0,1,0,0,1,0
263,青年公寓 1室0厅 3500元,石景山,苹果园,116.16544499999999,39.935598999999996,44,东 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,14,链家,15天前发布,3500,,1,0,1,0,0,0,1,0,0,1,1
264,国贸蓝堡国际公寓优质一居随时起租随时入住,朝阳,CBD,116.483331,39.917139,54,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,16天前发布,14500,,1,1,1,0,0,0,1,0,0,1,1
265,整租 ·  交通便利，家具家电齐全，2005年的房子，可以长租。,东城,永定门,116.41435600000001,39.869475,61,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,12,链家,3天前发布,5300,1.0,1,1,1,1,0,0,1,0,0,1,0
266,整租 · 尚东阁 1室0厅 4200元,朝阳,管庄,116.589955,39.920154,39,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,19,链家,7天前发布,4200,1.0,1,0,1,0,0,0,1,0,0,1,1
267,整租 · 世华龙樾 1室1厅 5800元,海淀,清河,116.35636000000001,40.052562,52,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,4天前发布,5800,1.0,1,1,1,1,0,1,1,0,0,1,1
268,天时名苑 1室1厅 5200元,通州,通州北苑,116.64054499999999,39.911057,68,南 西 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,20,链家,16天前发布,5200,,1,1,1,0,0,0,1,0,0,1,1
269,整租 ·   劲松九区 户型方正一居室 简单装修 随时入住,朝阳,劲松,116.452221,39.893046000000005,44,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,12,链家,16天前发布,4700,1.0,1,1,1,0,0,0,1,0,0,1,1
270,整租 ·   后现代城 精装修改一居室 视野开阔 价格能谈,朝阳,大望路,116.493655,39.905367,50,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,16天前发布,7800,1.0,1,1,1,0,0,1,1,0,0,1,1
271,整租 · 橄榄城精装一居室 家具家电都有 高层视野好,朝阳,望京,116.49367600000001,40.0031,76,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,28,链家,15天前发布,12000,1.0,1,1,1,0,0,1,1,0,0,0,1
272,整租 · 首邑上城 1室1厅 4700元,大兴,枣园,116.340938,39.76265,69,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,15,链家,9天前发布,4700,1.0,1,1,1,0,0,1,1,0,0,0,1
273,整租 · 格调 1室1厅 6300元,西城,马连道,116.33330600000001,39.891490999999995,62,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,16,链家,14天前发布,6300,1.0,1,1,1,0,0,1,1,0,0,1,1
274,整租 · 朝阳无限 1室1厅 5800元,朝阳,甘露园,116.518451,39.924009999999996,60,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,21,链家,15天前发布,5800,1.0,1,1,1,0,0,1,1,0,0,1,1
275,整租 · 安外大街 1室1厅 6300元,东城,安贞,116.414549,39.972390000000004,47,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,16,链家,15天前发布,6300,1.0,1,1,1,0,0,1,1,0,0,1,1
276,整租 ·   租期灵活，房子保养状况良好，正对小区花园，安静,朝阳,朝阳公园,116.48973899999999,39.939299,88,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 2, 'bath': 1})",低楼层,23,链家,15天前发布,10000,1.0,1,2,1,0,0,1,1,1,0,1,0
277,国际港 1室1厅 9800元,朝阳,燕莎,116.464891,39.964349,71,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,23,链家,15天前发布,9800,,1,1,1,0,0,0,1,0,0,1,0
278,整租 · 枣园小区 1室1厅 3500元,大兴,枣园,116.33404499999999,39.757413,57,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,5,链家,14天前发布,3500,1.0,1,1,1,0,0,0,1,0,0,1,1
279,整租 · 后南仓 1室1厅 3900元,通州,新华大街,116.659929,39.908429,44,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,14天前发布,3900,1.0,1,1,1,0,0,0,1,0,0,0,1
280,整租 · 京棉新城东向一居，居住舒适，近地铁，有车位！,朝阳,十里堡,116.511679,39.923959,58,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,32,链家,14天前发布,5800,1.0,1,1,1,0,0,1,1,0,0,1,1
281,和平西桥  小黄庄精装修一居室  朝南采光好低楼层,朝阳,安贞,116.42186399999999,39.970675,38,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,12天前发布,6000,,1,1,1,0,0,0,1,0,0,1,1
282,马甸南村 1室1厅 6300元,西城,马甸,116.384103,39.972885,47,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,20,链家,14天前发布,6300,,1,1,1,0,0,0,1,0,0,1,1
283,整租 · 铁东小区 1室1厅 5500元,海淀,军博,116.33578700000001,39.907309000000005,41,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,12天前发布,5500,1.0,1,1,1,0,0,1,1,0,0,0,1
284,整租 ·   后现代城A区开间 环境舒适 交通便利,朝阳,大望路,116.493655,39.905367,48,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,20,链家,13天前发布,6000,1.0,1,0,1,0,0,1,1,0,0,1,1
285,整租 ·   百子湾后现代城经典开间.拎包入住,朝阳,大望路,116.493655,39.905367,46,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,18,链家,13天前发布,6000,1.0,1,0,1,0,0,1,1,0,0,1,1
286,整租 ·   东二环 广渠门 客厅卧室双朝南一居室 地铁7号线,东城,广渠门,116.45308600000001,39.898396999999996,61,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,23,链家,13天前发布,8000,1.0,1,1,1,0,0,1,1,0,0,1,1
287,苹果园小区一区 1室1厅 4000元,石景山,苹果园,116.197167,39.935324,41,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,13天前发布,4000,,1,1,1,0,0,0,1,0,0,0,1
288,华威北里 1室1厅 5300元,朝阳,潘家园,116.463742,39.884582,38,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,13天前发布,5300,,1,1,1,0,0,0,1,0,0,0,1
289,整租 ·   星河城西区 精装一居室 随时拎包入住,丰台,马家堡,116.373314,39.844248,48,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,18,链家,13天前发布,5300,1.0,1,1,1,0,0,1,1,0,0,1,1
290,整租 · 展览路 1室1厅 6500元,西城,阜成门,116.35133700000002,39.931197,33,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,5,链家,12天前发布,6500,1.0,1,1,1,0,0,0,1,0,0,0,1
291,10AM新坐标 1室0厅 5300元,朝阳,方庄,116.45053,39.874376,44,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,26,链家,4天前发布,5300,,1,0,1,1,0,0,1,0,0,0,1
292,新景家园东区 1室1厅 8000元,东城,崇文门,116.432142,39.902353999999995,56,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,13,链家,11天前发布,8000,,1,1,1,0,0,0,1,0,0,1,1
293,营房西街朝东一居室，拎包入住，看房提前联系,东城,崇文门,116.43111100000002,39.892728999999996,43,东 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,11天前发布,4900,,1,1,1,0,0,0,1,0,0,0,1
294,整租 · 太平桥小区 1室1厅 5200元,丰台,太平桥,116.324898,39.891441,36,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,11天前发布,5200,1.0,1,1,1,0,0,1,1,0,0,1,1
295,整租 ·   馨莲茗园 马连道正规朝北一室一厅 自住出租有车位,西城,马连道,116.33382399999999,39.889469,64,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,25,链家,11天前发布,6500,1.0,1,1,1,0,0,1,1,0,0,1,1
296,整租 ·   远洋山水 北区 精装全齐一居室 有钥匙随时看房,石景山,鲁谷,116.24700800000001,39.906426,60,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,26,链家,11天前发布,5500,1.0,1,1,1,0,0,1,1,0,0,1,1
297,整租 ·   方恒东景，高楼层，无遮挡采光好,通州,临河里,116.694868,39.877962,55,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,26,链家,10天前发布,3500,1.0,1,0,1,0,0,0,1,0,0,1,1
298,石门营新区六区交通方便干净整齐一居室。。。,门头沟,石门营,116.110451,39.890387,48,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,11天前发布,2500,,1,1,1,0,0,0,1,0,0,1,0
299,整租 · 远雄大观 1室1厅 7000元,西城,右安门内,116.37458899999999,39.879474,64,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,11天前发布,7000,1.0,1,1,1,0,0,1,1,0,0,1,0
300,整租 · 松榆东里 1室1厅 4900元,朝阳,北工大,116.48166200000001,39.878749,41,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,8天前发布,4900,1.0,1,1,1,0,0,1,1,0,0,1,1
301,整租 ·   西大望路国际社区精装开间诚意出租,朝阳,北工大,116.483653,39.889140000000005,44,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,20,链家,10天前发布,6300,1.0,1,0,1,0,0,1,1,0,0,1,1
302,整租 · gogo新世代 1室1厅 5500元,丰台,方庄,116.42929299999999,39.872461,45,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,32,链家,10天前发布,5500,1.0,1,1,1,0,0,1,1,0,0,1,0
303,整租 · 普惠南里 1室1厅 5600元,海淀,公主坟,116.312809,39.917802,51,东南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,20,链家,10天前发布,5600,1.0,1,1,1,0,0,1,1,0,0,1,1
304,明日嘉园 1室0厅 4700元,丰台,马家堡,116.37267,39.851088,43,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,23,链家,10天前发布,4700,,1,0,1,0,0,0,1,0,0,1,1
305,整租 ·   蒲黄榆地铁口精装大开间，拎包入住，可短租,丰台,方庄,116.42929299999999,39.872461,31,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,23,链家,10天前发布,4800,1.0,1,0,1,0,0,1,1,0,0,1,1
306,整租 ·   广渠门外京禧阁一居室  精装修 随时可以入住,东城,广渠门,116.45208999999998,39.906053,71,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,22,链家,9天前发布,8000,1.0,1,1,1,0,0,1,1,0,0,1,1
307,花园公寓 1室1厅 7400元,海淀,牡丹园,116.37733899999999,39.983461,54,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,15,链家,9天前发布,7400,,1,1,1,0,0,0,1,0,0,1,1
308,整租 · 日光清城 1室1厅 4600元,通州,果园,116.65376299999998,39.901478999999995,63,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,7,链家,8天前发布,4600,1.0,1,1,1,0,0,1,1,0,0,1,1
309,整租 ·   大红门建欣苑租售可短租可月付正规一居室,丰台,大红门,116.404498,39.847018,51,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,9天前发布,3600,1.0,1,1,1,0,0,0,1,0,1,1,1
310,整租 ·   地铁14号线东风北桥站 大落地飘窗 视野好,朝阳,朝阳公园,116.493333,39.967187,60,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,25,链家,9天前发布,7800,1.0,1,0,1,0,0,1,1,0,0,1,1
311,整租 ·   崇文门太华公寓一居室，朝南无遮挡 ，采光视野通透,东城,崇文门,116.423295,39.902249,99,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,9天前发布,13000,1.0,1,1,1,0,0,0,1,0,0,1,1
312,整租 · 11站 1室0厅 3600元,通州,梨园,116.676119,39.887571,44,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,18,链家,9天前发布,3600,1.0,1,0,1,0,0,0,1,0,0,1,1
313,南新园 1室1厅 5800元,朝阳,华威桥,116.481385,39.874867,53,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,24,链家,9天前发布,5800,,1,1,1,0,0,0,1,0,0,1,1
314,莱圳家园 1室1厅 6500元,海淀,清河,116.35288200000001,40.05023,72,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,13,链家,9天前发布,6500,,1,1,1,0,0,0,1,0,0,1,1
315,尚座大厦 1室1厅 13800元,西城,金融街,116.374684,39.906371,89,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,18,链家,8天前发布,13800,,1,1,1,0,0,0,1,0,0,0,1
316,金台路团结湖秀水园东向一居室1,朝阳,甜水园,116.484508,39.93403,45,东 西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,12,链家,5天前发布,6200,,1,1,1,1,0,0,1,0,0,1,1
317,青春无限 1室0厅 5500元,西城,牛街,116.369702,39.890309,53,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,22,链家,8天前发布,5500,,1,0,1,0,0,0,1,0,0,1,1
318,整租 · 左安浦园 1室1厅 6000元,东城,左安门,116.444673,39.880008000000004,68,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,18,链家,8天前发布,6000,1.0,1,1,1,0,0,0,1,0,0,0,0
319,整租 · 崇文门新世界太华公寓 空房出租,东城,崇文门,116.423295,39.902249,113,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 2})",中楼层,18,链家,8天前发布,12500,1.0,1,1,2,0,1,0,1,0,0,1,1
320,整租 · 新永外文化用品商城 1室1厅 4000元,东城,永定门,116.400687,39.872287,37,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,15,链家,8天前发布,4000,1.0,1,1,1,0,0,0,1,0,1,1,1
321,整租 ·   东恒时代三期1居出租，楼层高，采光好，拎包住,朝阳,十里堡,116.50855800000001,39.918042,72,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,27,链家,8天前发布,7300,1.0,1,1,1,0,0,1,1,0,0,1,1
322,整租 ·   精装东向一居室 高端小区 人车分流 对小区花园,丰台,成寿寺,116.447278,39.852878999999994,59,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,20,链家,8天前发布,6800,1.0,1,1,1,0,0,0,1,0,0,1,0
323,和平新城一期 1室1厅 7000元,东城,和平里,116.43283500000001,39.957774,56,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,19,链家,8天前发布,7000,,1,1,1,0,0,0,1,0,0,1,0
324,整租 · 蓝星花园 1室0厅 3400元,顺义,后沙峪,116.56038899999999,40.094933000000005,36,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,11,链家,7天前发布,3400,1.0,1,0,1,0,0,1,1,0,0,1,1
325,整租 ·   万方景轩精装修开间，保持好可拎包入住，随时看房,朝阳,太阳宫,116.455099,39.978117,44,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,20,链家,8天前发布,7300,1.0,1,0,1,0,0,1,1,0,0,1,0
326,天龙华鹤 1室1厅 12000元,丰台,科技园区,116.298445,39.838903,104,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,29,链家,8天前发布,12000,,1,1,1,0,0,0,1,0,0,1,1
327,整租 · 太阳园知春路精装修一居室头条可报销拎包入住,海淀,知春路,116.347797,39.976432,59,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,27,链家,7天前发布,7000,1.0,1,1,1,0,0,1,1,0,0,1,1
328,信和嘉园 1室0厅 5500元,西城,马连道,116.332299,39.885776,47,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,18,链家,7天前发布,5500,,1,0,1,0,0,0,1,0,0,0,0
329,整租 · 正阳小区 1室1厅 4200元,丰台,北大地,116.2933,39.854895,65,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,14,链家,7天前发布,4200,1.0,1,1,1,0,0,0,1,0,0,1,1
330,整租 ·   蒲黄榆地铁口正规一室一厅，有钥匙随时看房,丰台,方庄,116.42929299999999,39.872461,61,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,32,链家,7天前发布,6300,1.0,1,1,1,0,0,1,1,0,0,1,0
331,建研院院内东北朝向优质精装一居室,朝阳,和平里,116.41981899999999,39.972909,42,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,7天前发布,6500,,1,1,1,0,0,0,1,0,0,1,1
332,整租 ·   广渠门 精装一居室 7号线 车位可租,东城,广渠门,116.45308600000001,39.898396999999996,61,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,23,链家,7天前发布,7500,1.0,1,1,1,0,0,1,1,0,0,0,1
333,整租 ·   和平里六区正规一居室，此房业主诚心出租。,东城,和平里,116.429949,39.963187,45,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,7天前发布,6000,1.0,1,1,1,0,0,1,1,0,0,1,1
334,整租 · 明日嘉园 1室0厅 4600元,丰台,马家堡,116.37267,39.851088,40,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,24,链家,7天前发布,4600,1.0,1,0,1,0,0,0,1,0,0,1,1
335,整租 · 义宾南区 1室1厅 3700元,顺义,顺义城,116.655445,40.137574,61,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,7天前发布,3700,1.0,1,1,1,0,0,1,1,0,0,1,1
336,整租 ·   朝阳区双井  富力城D区一居室出租  一层带小花园,朝阳,双井,116.459652,39.901899,76,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,13,链家,7天前发布,11500,1.0,1,1,1,0,0,1,1,0,0,1,1
337,整租 · 北京新天地三期 1室1厅 6500元,朝阳,常营,116.613419,39.920106,74,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,28,链家,7天前发布,6500,1.0,1,1,1,0,0,1,1,0,0,1,1
338,北苑家园望春园 1室1厅 6200元,朝阳,北苑,116.42537,40.052808,70,东南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,23,链家,7天前发布,6200,,1,1,1,0,0,0,1,0,0,1,1
339,安慧北里逸园 1室1厅 6200元,朝阳,亚运村,116.421876,40.008585,47,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,7天前发布,6200,,1,1,1,0,0,0,1,0,0,0,1
340,整租 · 朝阳门一居室 朝南向 业主自住 第一次出租 随时入住,东城,朝阳门内,116.433722,39.926854,56,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,7天前发布,7600,1.0,1,1,1,0,0,1,1,0,0,0,1
341,整租 · 友谊社区 1室1厅 6000元,海淀,苏州桥,116.319973,39.97337,40,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,7天前发布,6000,1.0,1,1,1,0,0,0,1,0,0,1,1
